LastName,FirstName,Other_Info,Age,Gender,Hometown,Boarded,Lifeboat,Body,Class,Survived,Passenger,Crew,crew_responsibility
O'Brien,Mr Denis,,21,M,,Queenstown,,,3,0,1,0,
O'Brien,Mr Thomas,,27,M,,Queenstown,,,3,0,1,0,
O'Brien,Mrs Johanna,,26,F,,Queenstown,,,3,0,1,0,
O'Connell,Mr Patrick Denis,,17,M,,Queenstown,,,3,0,1,0,
O'Connor,Mr Maurice,,16,M,,Queenstown,,,3,0,1,0,
O'Connor,Mr Patrick,,23,M,,Queenstown,,,3,0,1,0,
O'Dwyer,Miss Ellen,,25,F,,Queenstown,,,3,1,1,0,
O'Keefe,Mr Patrick,,21,M,,Queenstown,,,3,1,1,0,
O'Leary,Miss Hanora,,16,F,,Queenstown,,,3,1,1,0,
O'Sullivan,Miss Bridget Mary,,21,F,,Queenstown,,,3,0,1,0,
odahl,Mr Nils Martin,,23,M,,Southampton,,,3,0,1,0,
ohman,Miss Velin,,22,F,,Southampton,,,3,1,1,0,
Olsen,Mr Karl Siegwart Andreas,,42,M,,Southampton,,,3,0,1,0,
Olsen,Master Artur Karl,,9,M,,Southampton,,,3,1,1,0,
Olsen,Mr Henry Margido,,28,M,,Southampton,,,3,0,1,0,
Olsen,Mr Ole Martin,,27,M,,Southampton,,,3,0,1,0,
Olsson,Mr Oscar Wilhelm,,32,M,,Southampton,,,3,1,1,0,
Olsson,Mr Nils Johan Goransson,,28,M,,Southampton,,,3,0,1,0,
Olsson,Miss Elina,,31,F,,Southampton,,,3,0,1,0,
Olsvigen,Mr Thor Anderson,,20,M,,Southampton,,,3,0,1,0,
Oreskovic,Mr Luka,,20,M,,Southampton,,,3,0,1,0,
Oreskovic,Miss Jelka,,23,F,,Southampton,,,3,0,1,0,
Oreskovic,Miss Marija,,20,F,,Southampton,,,3,0,1,0,
Osen,Mr Olaf Elon,,16,M,,Southampton,,,3,0,1,0,
Panula,Mrs Maija Emelia Abrahamintytar,,41,F,,Southampton,,,3,0,1,0,
Panula,Master Jaako Arnold,,14,M,,Southampton,,,3,0,1,0,
Panula,Mr Ernesti Arvid,,16,M,,Southampton,,,3,0,1,0,
Panula,Master Juha Niilo,,7,M,,Southampton,,,3,0,1,0,
Panula,Master Urho Abraham,,2,M,,Southampton,,,3,0,1,0,
Panula,Master Eino Viljam,,1,M,,Southampton,,,3,0,1,0,
Pasic,Mr Jakob,,21,M,,Southampton,,,3,0,1,0,
Patchett,Mr George,,19,M,,Southampton,,,3,0,1,0,
Pavlovic,Mr Stefo,,32,M,,Southampton,,,3,0,1,0,
Pålsson,Mrs Alma Cornelia,,29,F,,Southampton,,,3,0,1,0,
Pålsson,Master Gosta Leonard,,2,M,,Southampton,,,3,0,1,0,
Pålsson,Master Paul Folke,,6,M,,Southampton,,,3,0,1,0,
Pålsson,Miss Stina Viola,,3,F,,Southampton,,,3,0,1,0,
Pålsson,Miss Torborg Danira,,8,F,,Southampton,,,3,0,1,0,
Peacock,Mrs Edith,,26,F,,Southampton,,,3,0,1,0,
Peacock,Master Albert Edward,,0.5833,M,,Southampton,,,3,0,1,0,
Peacock,Miss Treasteall,,3,F,,Southampton,,,3,0,1,0,
Pearce,Mr Ernest,,32,M,,Southampton,,,3,0,1,0,
Pedersen,Mr Olaf,,28,M,,Southampton,,,3,0,1,0,
Peduzzi,Mr Giuseppe,,24,M,,Southampton,,,3,0,1,0,
Pekoniemi,Mr Edvard,,21,M,,Southampton,,,3,0,1,0,
Peltomaki,Mr Nikolai Johannes,,25,M,,Southampton,,,3,0,1,0,
Perkin,Mr John Henry,,22,M,,Southampton,,,3,0,1,0,
Persson,Mr Ernst Ulrik,,25,M,,Southampton,,,3,1,1,0,
Peter/Joseph,Master Michael J.,,4,M,,Cherbourg,,,3,1,1,0,
Peter/Joseph,Miss Anna,,2,F,,Cherbourg,,,3,1,1,0,
Peteranec,Miss Mathilda,,28,F,,Southampton,,,3,0,1,0,
Peters,Miss Catherine,,26,F,,Queenstown,,,3,0,1,0,
Petersen,Mr Marius,,24,M,,Southampton,,,3,0,1,0,
Petroff,Mr Nedialco,,19,M,,Southampton,,,3,0,1,0,
Petroff,Mr Pastcho,,29,M,,Southampton,,,3,0,1,0,
Pettersson,Mr Johan Emil,,25,M,,Southampton,,,3,0,1,0,
Pettersson,Miss Elin Natalia,,18,F,,Southampton,,,3,0,1,0,
Picard,Mr Benoît,,32,M,,Southampton,,,3,1,1,0,
Plotcharsky,Mr Vasil,,27,M,,Southampton,,,3,0,1,0,
Pokrnic,Mr Mate,,17,M,,Southampton,,,3,0,1,0,
Pokrnic,Mr Tome,,24,M,,Southampton,,,3,0,1,0,
Pulner,Mr Uscher,,16,M,,Cherbourg,,,3,0,1,0,
Radeff,Mr Alexander,,27,M,,Southampton,,,3,0,1,0,
Raf?l-B?lus,Mr B?kh?s,,20,M,,Cherbourg,,,3,0,1,0,
Rasmussen,Mrs Lena Jakobsen,,63,F,,Southampton,,,3,0,1,0,
Razi,Mr Raihed,,30,M,,Cherbourg,,,3,0,1,0,
Reed,Mr James George,,19,M,,Southampton,,,3,0,1,0,
Rekic,Mr Tido,,38,M,,Southampton,,,3,0,1,0,
Reynolds,Mr Harold,,21,M,,Southampton,,,3,0,1,0,
Rice,Mrs Margaret,,39,F,,Queenstown,,,3,0,1,0,
Rice,Master Albert,,10,M,,Queenstown,,,3,0,1,0,
Rice,Master George Hugh,,8,M,,Queenstown,,,3,0,1,0,
Rice,Master Eric,,7,M,,Queenstown,,,3,0,1,0,
Rice,Master Arthur,,4,M,,Queenstown,,,3,0,1,0,
Rice,Master Eugene Francis,,2,M,,Queenstown,,,3,0,1,0,
Riihivuori,Miss Susanna Juhantytar,,22,F,,Southampton,,,3,0,1,0,
Rintamaki,Mr Matti,,35,M,,Southampton,,,3,0,1,0,
Riordan,Miss Hannah,,18,F,,Queenstown,,,3,1,1,0,
Risien,Mr Samuel Beard,,69,M,,Southampton,,,3,0,1,0,
Risien,Mrs Emma Jane,,58,F,,Southampton,,,3,0,1,0,
Robins,Mr Alexander A.,,50,M,,Southampton,,,3,0,1,0,
Robins,Mrs Charity,,47,F,,Southampton,,,3,0,1,0,
Rogers,Mr William John,,29,M,,Southampton,,,3,0,1,0,
Rommetvedt,Mr Knud Paust,,49,M,,Southampton,,,3,0,1,0,
Rosblom,Mrs Helena Wilhelmina,,41,F,,Southampton,,,3,0,1,0,
Rosblom,Miss Salli Helena,,2,F,,Southampton,,,3,0,1,0,
Rosblom,Mr Viktor Richard,,18,M,,Southampton,,,3,0,1,0,
Roth,Miss Sarah,,31,F,,Southampton,,,3,1,1,0,
Rouse,Mr Richard Henry,,53,M,,Southampton,,,3,0,1,0,
Rush,Mr Alfred George John,,17,M,,Southampton,,,3,0,1,0,
Ryan,Mr Patrick,,30,M,,Queenstown,,,3,0,1,0,
Ryan,Mr Edward,,24,M,,Queenstown,,,3,1,1,0,
Saad,Mr Amin,,30,M,,Cherbourg,,,3,0,1,0,
Saad,Mr Khalil,,27,M,,Cherbourg,,,3,0,1,0,
Sadlier,Mr Matthew,,18,M,,Queenstown,,,3,0,1,0,
Sadowitz,Mr Henry,,17,M,,Southampton,,,3,0,1,0,
Sage,Mr John George,,44,M,,Southampton,,,3,0,1,0,
Sage,Mrs Annie Elizabeth,,44,F,,Southampton,,,3,0,1,0,
Sage,Miss Stella Anne,,20,F,,Southampton,,,3,0,1,0,
Sage,Mr George John,,19,M,,Southampton,,,3,0,1,0,
Sage,Mr Douglas Bullen,,18,M,,Southampton,,,3,0,1,0,
Sage,Mr Frederick,,16,M,,Southampton,,,3,0,1,0,
Sage,Miss Dorothy,,14,F,,Southampton,,,3,0,1,0,
Sage,Master Anthony William,,12,M,,Southampton,,,3,0,1,0,
Sage,Miss Elizabeth Ada,,10,F,,Southampton,,,3,0,1,0,
Sage,Miss Constance Gladys,,7,F,,Southampton,,,3,0,1,0,
Sage,Master Thomas Henry,,4,M,,Southampton,,,3,0,1,0,
Salander,Mr Karl Johan,,24,M,,Southampton,,,3,0,1,0,
Salkjelsvik,Miss Anna Kristine,,21,F,,Southampton,,,3,1,1,0,
Salonen,Mr Johan Werner,,29,M,,Southampton,,,3,0,1,0,
Samaan,Mr Hanna Elias,,40,M,,Cherbourg,,,3,0,1,0,
Samaan,Mr Elias,,17,M,,Cherbourg,,,3,0,1,0,
Samaan,Mr Youssef,,16,M,,Cherbourg,,,3,0,1,0,
Sandstrom,Mrs Agnes Charlotta,,24,F,,Southampton,,,3,1,1,0,
Sandstrom,Miss Beatrice Irene,,1,F,,Southampton,,,3,1,1,0,
Sandstrom,Miss Marguerite Rut,,4,F,,Southampton,,,3,1,1,0,
Sap,Mr Julius,,21,M,,Southampton,,,3,1,1,0,
Saundercock,Mr William Henry,,19,M,,Southampton,,,3,0,1,0,
Sawyer,Mr Frederick Charles,,33,M,,Southampton,,,3,0,1,0,
Sæther,Mr Simon Sivertsen,,43,M,,Southampton,,,3,0,1,0,
Søholt,Mr Peter Andreas Lauritz Andersen,,19,M,,Southampton,,,3,0,1,0,
Scanlan,Mr James,,22,M,,Queenstown,,,3,0,1,0,
Scheerlinck,Mr Jean,,29,M,,Southampton,,,3,1,1,0,
Sdycoff,Mr Todor,,42,M,,Southampton,,,3,0,1,0,
Seman,Master Betros,,10,M,,Cherbourg,,,3,0,1,0,
Shannon,Mr Andrew John,,36,M,,Southampton,,,3,0,1,0,
Shaughnessy,Mr Patrick,,24,M,,Queenstown,,,3,0,1,0,
Shedid,Mr Daher,,19,M,,Cherbourg,,,3,0,1,0,
Shellard,Mr Frederick William Blainey,,55,M,,Southampton,,,3,0,1,0,
Shih?b,Mr Al-Am ?r F?ris,,29,M,,Cherbourg,,,3,0,1,0,
Shine,Miss Ellen,,20,F,,Queenstown,,,3,0,1,0,
Shorney,Mr Charles Joseph,,22,M,,Southampton,,,3,0,1,0,
Simmons,Mr John,,40,M,,Southampton,,,3,0,1,0,
Sirayanian,Mr Orsen,,22,M,,Cherbourg,,,3,0,1,0,
Sirota,Mr Morris,,20,M,,Southampton,,,3,0,1,0,
Sivic,Mr Husein,,40,M,,Southampton,,,3,0,1,0,
Sivola,Mr Antti Wilhelm,,21,M,,Southampton,,,3,0,1,0,
Sjoblom,Miss Anna Sofia,,18,F,,Southampton,,,3,1,1,0,
Skoog,Mr Wilhelm Johansson,,40,M,,Southampton,,,3,0,1,0,
Skoog,Mrs Anna Bernhardina,,43,F,,Southampton,,,3,0,1,0,
Skoog,Master Karl Thorsten,,11,M,,Southampton,,,3,0,1,0,
Skoog,Master Harald,,5,M,,Southampton,,,3,0,1,0,
Skoog,Miss Mabel,,9,F,,Southampton,,,3,0,1,0,
Skoog,Miss Margit Elizabeth,,2,F,,Southampton,,,3,0,1,0,
Slabenoff,Mr Petco,,42,M,,Southampton,,,3,0,1,0,
Slocovski,Mr Selman Francis,,20,M,,Southampton,,,3,0,1,0,
Smiljanic,Mr Mile,,37,M,,Southampton,,,3,0,1,0,
Smyth,Mr Thomas,,26,M,,Queenstown,,,3,0,1,0,
Smyth,Miss Julia,,17,F,,Queenstown,,,3,1,1,0,
Somerton,Mr Francis William,,30,M,,Southampton,,,3,0,1,0,
Spector,Mr Woolf,,23,M,,Southampton,,,3,0,1,0,
Spinner,Mr Henry John,,32,M,,Southampton,,,3,0,1,0,
Staneff,Mr Ivan,,23,M,,Southampton,,,3,0,1,0,
Stankovic,Mr Ivan,,33,M,,Cherbourg,,,3,0,1,0,
Stanley,Miss Amy Zillah Elsie,,24,F,,Southampton,,,3,1,1,0,
Stanley,Mr Edward Roland,,21,M,,Southampton,,,3,0,1,0,
Storey,Mr Thomas,,51,M,,Southampton,,,3,0,1,0,
Stoytcheff,Mr Ilia,,19,M,,Southampton,,,3,0,1,0,
Stranden,Mr Juho Niilosson,,31,M,,Southampton,,,3,1,1,0,
Strandberg,Miss Ida Sofia,,22,F,,Southampton,,,3,0,1,0,
Strom,Mrs Elna Matilda,,29,F,,Southampton,,,3,0,1,0,
Strom,Miss Telma Matilda,,2,F,,Southampton,,,3,0,1,0,
Strilic,Mr Ivan,,27,M,,Southampton,,,3,0,1,0,
Sunderland,Mr Victor Francis,,20,M,,Southampton,,,3,1,1,0,
Sundman,Mr Johan Julian,,44,M,,Southampton,,,3,1,1,0,
Sutehall,Mr Henry Jr,,25,M,,Southampton,,,3,0,1,0,
Svensson,Mr Olof,,24,M,,Southampton,,,3,0,1,0,
Svensson,Mr Johan,,74,M,,Southampton,,,3,0,1,0,
Svensson,Mr Johan Cervin,,14,M,,Southampton,,,3,1,1,0,
Tann?s,Mr Bash ?r,,31,M,,Cherbourg,,,3,0,1,0,
Tann?s,Mrs Tham ?n,,16,F,,Cherbourg,,,3,1,1,0,
Tann?s,Master As'ad,,0.166,M,,Cherbourg,,,3,1,1,0,
Torber,Mr Ernst Wilhelm,,41,M,,Southampton,,,3,0,1,0,
Tornquist,Mr William Henry,,25,M,,Southampton,,,3,1,1,0,
Tenglin,Mr Gunnar Isidor,,25,M,,Southampton,,,3,1,1,0,
Theobald,Mr Thomas Leonard,,34,M,,Southampton,,,3,0,1,0,
Thomas-Tannous,Mr Tannous,,16,M,,Cherbourg,,,3,0,1,0,
Thomas-Tannous,Mr John,,34,M,,Cherbourg,,,3,0,1,0,
Thompson,Mr Alexander Morrison,,36,M,,Southampton,,,3,0,1,0,
Thorneycroft,Mr Percival,,36,M,,Southampton,,,3,0,1,0,
Thorneycroft,Mrs Florence Kate,,32,F,,Southampton,,,3,1,1,0,
Tikkanen,Mr Juho,,32,M,,Southampton,,,3,0,1,0,
Tobin,Mr Roger,,20,M,,Queenstown,,,3,0,1,0,
Todoroff,Mr Lalio,,23,M,,Southampton,,,3,0,1,0,
Tomlin,Mr Ernest Portage,,22,M,,Southampton,,,3,0,1,0,
Torfa,Mr Assad,,20,M,,Cherbourg,,,3,0,1,0,
Totevski,Mr Hristo Danchev,,25,M,,Southampton,,,3,0,1,0,
Tu'Mah,Mrs Hinnah,,27,F,,Cherbourg,,,3,1,1,0,
Tu'Mah,Miss Mariyam,,9,F,,Cherbourg,,,3,1,1,0,
Tu'Mah,Master Jirjis Y?suf,,8,M,,Cherbourg,,,3,1,1,0,
Turcin,Mr Stjepan,,36,M,,Southampton,,,3,0,1,0,
Turja,Miss Anna Sofia,,18,F,,Southampton,,,3,1,1,0,
Turkula,Mrs Hedwig,,63,F,,Southampton,,,3,1,1,0,
Van Billiard,Mr Austin Blyler,,35,M,,Southampton,,,3,0,1,0,
Van Billiard,Master James William,,10,M,,Southampton,,,3,0,1,0,
Van Billiard,Master Walter John,,9,M,,Southampton,,,3,0,1,0,
Van De Velde,Mr Johannes Josef,,35,M,,Southampton,,,3,0,1,0,
Van Den Steen,Mr Leo Peter,,28,M,,Southampton,,,3,0,1,0,
Van Impe,Mr Jean Baptiste,,36,M,,Southampton,,,3,0,1,0,
Van Impe,Mrs Rosalie Paula,,30,F,,Southampton,,,3,0,1,0,
Van Impe,Miss Catharina,,10,F,,Southampton,,,3,0,1,0,
Van Melckebeke,Mr Philemon,,23,M,,Southampton,,,3,0,1,0,
Vandercruyssen,Mr Victor,,46,M,,Southampton,,,3,0,1,0,
Vanderplancke,Mr Julius,,31,M,,Southampton,,,3,0,1,0,
Vanderplancke,Mrs Emelie Maria,,31,F,,Southampton,,,3,0,1,0,
Vanderplancke,Miss Augusta Maria,,18,F,,Southampton,,,3,0,1,0,
Vanderplancke,Mr Leo Edmondus,,15,M,,Southampton,,,3,0,1,0,
Vandewalle,Mr Nestor Cyriel,,28,M,,Southampton,,,3,0,1,0,
Vartanian,Mr David,,22,M,,Cherbourg,,,3,0,1,0,
Vendel,Mr Olof Edvin,,20,M,,Southampton,,,3,0,1,0,
Vestrom,Miss Hulda Amanda Adolfina,,14,F,,Southampton,,,3,0,1,0,
Vovk,Mr Janko,,21,M,,Southampton,,,3,0,1,0,
Waelens,Mr Achille,,22,M,,Southampton,,,3,0,1,0,
Ware,Mr Frederick,,34,M,,Southampton,,,3,0,1,0,
Warren,Mr Charles William,,30,M,,Southampton,,,3,0,1,0,
Wazli,Mr Yousif Ahmed,,23,M,,Cherbourg,,,3,0,1,0,
Webber,Mr James,,66,M,,Southampton,,,3,0,1,0,
Wennerstrom,Mr August,,27,M,,Southampton,,,3,1,1,0,
Widegren,Mr Carl Peter,,51,M,,Southampton,,,3,0,1,0,
Wiklund,Mr Karl Johan,,21,M,,Southampton,,,3,0,1,0,
Wiklund,Mr Jakob Alfred,,18,M,,Southampton,,,3,0,1,0,
Wilkes,Mrs Ellen,,47,F,,Southampton,,,3,1,1,0,
Willer,Mr Aaron,,37,M,,Cherbourg,,,3,0,1,0,
Willey,Mr Edward John,,18,M,,Southampton,,,3,0,1,0,
Williams,Mr Howard Hugh,,28,M,,Southampton,,,3,0,1,0,
Williams,Mr Leslie,,28,M,,Southampton,,,3,0,1,0,
Windeløv,Mr Einar,,21,M,,Southampton,,,3,0,1,0,
Wirz,Mr Albert,,27,M,,Southampton,,,3,0,1,0,
Wiseman,Mr Philippe,,54,M,,Southampton,,,3,0,1,0,
Wittevrongel,Mr Camilius Aloysius,,36,M,,Southampton,,,3,0,1,0,
Yasbeck,Mr Antoni,,27,M,,Cherbourg,,,3,1,1,0,
Yazbeck,Mrs Selini,,15,F,,Cherbourg,,,3,0,1,0,
Y?suf,Mrs K?tr ?n,,24,F,,Cherbourg,,,3,1,1,0,
Yousseff    #(Abi Saab),Mr Gerios,,26,M,,Cherbourg,,,3,0,1,0,
Youssiff    #(Sam'Aan),Mr Gerios,,45,M,,Cherbourg,,,3,0,1,0,
Zakarian,Mr Ortin,,27,M,,Cherbourg,,,3,0,1,0,
Zakarian,Mr Mapriededer,,22,M,,Cherbourg,,,3,0,1,0,
Zenni,Mr Philip,,22,M,,Cherbourg,,,3,1,1,0,
Zimmermann,Mr Leo,,29,M,,Southampton,,,3,0,1,0,
Smith, Commander Edward John  RNR    ,(Retd),62,M,"Hanley, Stoke-on-Trent, Staffordshire, England",Southampton,,,0,0,0,1,Captain
Wilde, Lieutenant Henry Tingle RNR,,39,M,"Walton, Lancashire, England",Southampton,,,0,1,0,1,Chief Officer
Murdoch, Lieutenant William McMaster  RNR,,39,M,"Dalbeattie, Kirkcudbrightshire, Scotland",Belfast,,,0,1,0,1,First Officer
Lightoller, Sub-Lieutenant Charles Herbert  RNR,,38,M,"Netley, Hampshire, England",Belfast,B,,0,0,0,1,Second Officer
Pitman, Mr. Herbert John  RNR,,34,M,"Castle Cary, Somerset, England",Belfast,5,,0,0,0,1,Third Officer
Boxhall, Sub-Lieutenant Joseph Groves  RNR,,28,M,"Hull, Yorkshire, England",Belfast,2,,0,0,0,1,Fourth Officer
Lowe, Sub-Lieutenant Harold Godfrey  RNR,,29,M,"Barmouth, Merionethshire, Wales",Belfast,14,,0,0,0,1,Fifth Officer
Moody, Mr. James Paul,,24,M,"Grimsby, Lincolnshire, England",Belfast,,,0,1,0,1,Sixth Officer
Anderson, Mr. James,,40,M,"Southampton, Hampshire, England",Southampton,16,,0,0,0,1,Able Seaman
Anderson, Mr. John,,41,M,"Southampton, Hampshire, England",Southampton,16,,0,0,0,1,Able Seaman
Archer, Mr. Ernest Edward,,36,M,"Southampton, Hampshire, England",Southampton,3,,0,0,0,1,Able Seaman
Bailey, Mr. Joseph Henry,,43,M,"Southampton, Hampshire, England",Southampton,16,,0,0,0,1,Master-at-arms
Bradley, Mr. T.,,29,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Able Seaman
Brice, Mr. Walter T.,,42,M,"Southampton, Hampshire, England",Southampton,11,,0,0,0,1,Able Seaman
Bright, Mr. Arthur John,,41,M,"Woolston, Hampshire, England",Southampton,D,,0,0,0,1,Quartermaster
Buley, Mr. Edward John,,27,M,"Southampton, Hampshire, England",Southampton,10,,0,0,0,1,Able Seaman
Clench, Mr. Frederick,,34,M,"Southampton, Hampshire, England",Southampton,12,,0,0,0,1,Able Seaman
Clench, Mr. George James,,31,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Able Seaman
Couch, Mr. Frank,,28,M,"Port Isaac, Cornwall",Southampton,,253MB,0,0,0,1,Able Seaman
Davis, Mr. Stephen James,,39,M,"Landport, Hampshire, England",Southampton,,,0,1,0,1,Able Seaman
Evans, Mr. Alfred Frank,,24,M,"Southampton, Hampshire, England",Southampton,15,,0,0,0,1,Lookout
Evans, Mr. Frank Oliver,,24,M,"Southampton, Hampshire, England",Southampton,10,,0,0,0,1,Able Seaman
Fleet, Mr. Frederick,,24,M,"Southampton, Hampshire, England",Belfast,6,,0,0,0,1,Lookout
Foley, Mr. John,,44,M,"Southampton, Hampshire, England",Belfast,4,,0,0,0,1,Storekeeper
Forward, Mr. James,,27,M,"Southampton, Hampshire, England",Southampton,16,,0,0,0,1,Able Seaman
Haines, Mr. Albert M.,,31,M,"Southampton, Hampshire, England",Belfast,9,,0,0,0,1,Boatswain
Harder, Mr. William,,39,M,"Southampton, Hampshire, England",Southampton,14,,0,0,0,1,Window Cleaner
Hemming, Mr. Samuel Ernest,,43,M,"Southampton, Hampshire, England",Belfast,4,,0,0,0,1,Lamp Trimmer
Hichens, Mr. Robert,,29,M,"Southampton, Hampshire, England",Southampton,6,,0,0,0,1,Quartermaster
Hogg, Mr. George Alfred,,29,M,"Southampton, Hampshire, England",Belfast,7,,0,0,0,1,Lookout
Holman, Mr. Harry,,27,M,"Southampton, Hampshire, England",Belfast,7,,0,1,0,1,Able Seaman
Hopkins, Mr. Robert John,,40,M,"Southampton, Hampshire, England",Southampton,13,,0,0,0,1,Able Seaman
Horswill, Mr. Albert Edward James,,33,M,"Southampton, Hampshire, England",Southampton,1,,0,0,0,1,Able Seaman
Humphreys, Mr. Sidney James,,48,M,"Southampton, Hampshire, England",Southampton,11,,0,0,0,1,Quartermaster
Hutchinson, Mr. John Hall,,26,M,"Southampton, Hampshire, England",Belfast,,170MB,0,0,0,1,Carpenter/Joiner
Jewell, Mr. Archie,,23,M,"Southampton, Hampshire, England",Belfast,7,,0,0,0,1,Lookout
Jones, Mr. Thomas William,,32,M,"Liverpool, Lancashire, England",Southampton,8,,0,0,0,1,Able Seaman
King, Mr. Thomas W.,,43,M,"Portsmouth, Hampshire, England",Southampton,,,0,1,0,1,Master-at-arms
Lee, Mr. Reginald Robinson,,41,M,"Southampton, Hampshire, England",Southampton,13,,0,0,0,1,Lookout
Lucas, Mr. William A.,,25,M,"Southampton, Hampshire, England",Southampton,D,,0,0,0,1,Able Seaman
Lyons, Mr. William Henry,,26,M,"Southampton, Hampshire, England",Southampton,4,,0,1,0,1,Able Seaman
Matherson, Mr. David,,30,M,"Southampton, Hampshire, England",Southampton,,192MB,0,0,0,1,Able Seaman
Mathais, Mr. Montague Vincent,,27,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Mess Steward
Maxwell, Mr. John,,31,M,"Southampton, Hampshire, England",Belfast,,,0,1,0,1,Carpenter/Joiner
McCarthy, Mr. William,,47,M,"Cork, County Cork, Ireland",Southampton,4,,0,0,0,1,Able Seaman
McGough, Mr. James R.,,25,M,"Southampton, Hampshire, England",Southampton,9,,0,0,0,1,Able Seaman
Moore, Mr. George Alfred,,32,M,"Southampton, Hampshire, England",Southampton,3,,0,0,0,1,Able Seaman
Nichols, Mr. Alfred,,42,M,"Shirley, Hampshire, England",Belfast,,,0,1,0,1,Boatswain
O'Loughlin, Dr. William Francis Norman,,62,M,"Southampton, Hampshire, England",Belfast,,,0,1,0,1,Surgeon
Olliver, Mr. Alfred,,27,M,"Southampton, Hampshire, England",Belfast,5,,0,0,0,1,Quartermaster
Osman, Mr. Frank,,28,M,"Itchen, Hampshire, England",Southampton,2,,0,0,0,1,Able Seaman
Pascoe, Mr. Charles H.,,43,M,"Southampton, Hampshire, England",Southampton,8,,0,0,0,1,Able Seaman
Perkis, Mr. Walter John,,37,M,"Southampton, Hampshire, England",Belfast,4,,0,0,0,1,Quartermaster
Peters, Mr. William Chapman,,26,M,"Woolston, Hampshire, England",Southampton,9,,0,0,0,1,Able Seaman
Poingdestre, Mr. John Thomas,,33,M,"Southampton, Hampshire, England",Southampton,12,,0,0,0,1,Able Seaman
Rowe, Mr. George Thomas,,32,M,"Gosport, Hampshire, England",Belfast,C,,0,0,0,1,Quartermaster
Sawyer, Mr. Robert James,,30,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Window Cleaner
Scarrott, Mr. Joseph George,,33,M,"Southampton, Hampshire, England",Southampton,14,,0,0,0,1,Able Seaman
Simpson, Dr. John Edward,,37,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Assistant Surgeon
Smith, Mr. William,,26,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Able Seaman
Symons, Mr. George Thomas Macdonald,,24,M,"Southampton, Hampshire, England",Southampton,1,,0,0,0,1,Lookout
Tamlyn, Mr. Frederick,,23,M,"Southampton, Hampshire, England",Southampton,,123MB,0,0,0,1,Mess Steward
Taylor, Mr. C.,,35,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Able Seaman
Terrell, Mr. Bertram,,20,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Able Seaman
Thorley, Mr. Jonathon,,15,M,"Brighton, Sussex, England",Southampton,13,,0,0,0,1,Lamp Trimmer
Vigott, Mr. Philip Francis,,32,M,"Southampton, Hampshire, England",Southampton,13,,0,0,0,1,Able Seaman
Weller, Mr. William Clifford,,30,M,"Southampton, Hampshire, England",Belfast,7,,0,0,0,1,Able Seaman
Wynn, Mr. Walter,,41,M,"Shirley, Hampshire, England",Belfast,9,,0,0,0,1,Quartermaster
Abrams, Mr. William,,33,F,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Fireman/Stoker
Adams, Mr. R.,,26,F,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Fireman/Stoker
Allen, Mr. Henry,,32,M,"Southampton, Hampshire, England",Southampton,,145MB,0,0,0,1,Fireman/Stoker
Allen, Mr. Ernest Frederick,,24,M,"Southampton, Hampshire, England",Southampton,B,,0,0,0,1,Trimmer
Allsop, Mr. Alfred Samuel,,34,M,"Southampton, Hampshire, England",Belfast,,,0,1,0,1,Electrician
Avery, Mr. James Frank,,22,M,"Southampton, Hampshire, England",Southampton,15,,0,0,0,1,Trimmer
Bailey, Mr. George W.,,46,M,"Woolston, Hampshire, England",Southampton,,,0,1,0,1,Fireman/Stoker
Baines, Mr. Richard,,24,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Greaser
Bannon, Mr. John,,32,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Greaser
Barlow, Mr. Charles,,30,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Fireman/Stoker
Barnes, Mr. Charles,,29,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Fireman/Stoker
Barnes, Mr. Frederick,,29,M,"Woolston, Hampshire, England",Southampton,,,0,1,0,1,Fireman/Stoker
Barrett, Mr. Frederick,,28,M,"Southampton, Hampshire, England",Southampton,13,,0,0,0,1,Leading Fireman
Barrett, Mr. Frederick William,,33,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Fireman/Stoker
Beattie, Mr. Joseph,,34,M,"Southampton, Hampshire, England",Belfast,,,0,1,0,1,Greaser
Beauchamp, Mr. George William,,24,M,"Southampton, Hampshire, England",Southampton,13,,0,0,0,1,Fireman/Stoker
Bell, Mr. Joseph,,50,M,"Southampton, Hampshire, England",Belfast,,,0,1,0,1,Chief Engineer
Bendell, Mr. F.,,24,M,"Southampton, Hampshire, England",Southampton,,,0,1,0,1,Fireman/Stoker
